review_id,location_id,user_id,rating,published_date,title,text,trip_type,travel_date
925140196,12220503,1255,5,2023-11-09T04:09:33Z,Fantastic ,The very best pizza in the UAE.... great location.. great atmosphere... did I mention the pizza.. salad was fresh,Family,2023-11-30
928243605,12220503,1254,1,2023-12-03T07:22:47Z,Racism at the best,"Treat all customers the same.
Too much racism.
One of your staff just side lined us, why put a reception if at all your staff treat customers as trash??",Family,2023-12-31
946282608,12220503,1253,2,2024-04-11T05:55:51Z,Bad experience!,"Avoid this place during rush hour or on holidays. The management told us to leave since you have been here for five hours, even though we have spent more than 1000 AED and she mentioned we normally don't allow customers to stay more than two or three hours. All of us had an extremely unpleasant and unacceptable experience in Thunder Road Restaurant yesterday. We spent five hours sitting down because we had ordered lunch and dinner for us and our children. In our 20 years of living and dining in the UAE, we have never experienced anything like this. Very disappointing.",Family,2024-04-30
949720436,12220503,1252,5,2024-05-06T07:23:10Z,Best Pizza!☀️,"Best Pizza! Friendly and very tasty!☀️
Real Italian cuisine!
I recommend this restaurant!
Special and interesting restaurant design!",Couples,2024-05-31
958468444,12220503,1251,5,2024-07-07T19:21:16Z,Attentive Server n we had a great evening,Ambience was great so we choose this restaurant had a couple of beer buh the service is excellent Kevin n his colligue good job keep up the service 👌🏼we had  a fantastic evening was only a couple of drinks buh this server where very attentive n professional 👍🏼,Friends getaway,2024-06-30
934752166,13797198,1250,5,2024-01-20T04:43:09Z,"Omar,Taco & neluni and Jessa made our day and stay unforgettable","Vibodha hirushan took amazing pictures of me and my doggie while swimming,taco and Roshan , Jp, Gerrabbe are great hosts he brought me extra blanket at night when my baby was cold ,Neluni has brought to our tent the powder milk from talabat driver right to the tent when in was dark at 10 pm even if it was closing time they went the extra mile to make our stay (2 month old baby + doggo)so cozy felt like we were part of their family.

Great food ,music (especially at night from 9 pm they played retro celine dion & Disney music and my baby fell asleep right away . Relaxing and zen felt like we were in Sydney or California by the vibes 

The tents are cute and cozy,there were no mosquitoes although it’s the winter season and we were expecting some bites there were none just for your comfort and to prevent them being mosquito spray with you!

Food that I recommend : avocado toast and seafood platter !

Coffee is delicious and obviously the best part is that dogs have finally a spot in uae where they can roam around free and be spoilt 

They can swim run jump sleep in the tent and the prices are just unbeatable for all the perks and benefits you’re getting

We just left and I already miss the place!thinking to move there for the winter time 🤣thank you cuties and congratulations to the owner and the wonderful team that is working hard to satisfy each guests needs 🐩🐩🐩🐩🐩♥️♥️♥️♥️dog surfer 🏄 cat baby baby cat everyone is loved there and well looked after

The gym is also available free of charge but I was to lazy to use it 
next time I will",Family,2024-01-31
936107720,13797198,1249,5,2024-01-30T18:52:39Z,Lovin’ the Kite UAQ,"Went on last 9 of Jan, it was a surreal experience! We booked an overnight stay and ended up we are the only couple who stayed that night and it was awesome cz looks like we just booked the entire kite beach! Haha. 

Food was great! Esp the Pizza, we were amazed when we saw the wooden brick oven for pizza. 

Overall stay was perfectly amazing we came to the right place to relax and be at home. 

Thank you for the hospitality of the staff Rachel, Jes, Alfie & Tako! ❤️  Will be back soon!",Couples,2024-01-31
937612219,13797198,1248,5,2024-02-10T05:14:46Z,Unforgettable coffee,"SACA MIKOKO cafe in umm Al quwain is nice place for breakfast or coffee.  We had a great time there when we had our breakfast and food was lovely, delicious, and amazing. The service was also perfect specially “ Victoria “ was so helpful in given the recommendations for food selection. 
The price is usually higher than normal price outside but it worth it comparing the taste. 
The drinks in general were also  so different in taste and smell as it looks more fresh.

Recommended for breakfast , at least once, and coffee.",Family,2024-02-29
955819012,13797198,1247,1,2024-06-19T13:44:18Z,Horrible Kitesurfing Centre,"The most terrible kite surfing area with a website which is very misleading, staff who are very arrogant, rude and impolite. The real place is very small, overpriced and lacks basic amenities. Definitely not to waste  money on.",Family,2024-06-30
958346008,13797198,1246,4,2024-07-07T04:18:24Z,Great place to relax,"This is a short 1 hour drive from Dubai, and the area has a totally different vibe.  The facility is really nice, and you enter into the restaurant area for free, however to use the beach facilities, there is a 75 AED fee.

The restaurant was nice, undergoing some renovations- I can't comment on the food as I only had a thick shake, however that was nice.  There were dummy looking cakes.

The outside area is very nice, and it would be an excellent place to chill for the day with the family.  The water was clear, and had small surfeable waves .  There are other water sports that can be done.

There is also a "" tarzan"" gym, with all the weights made out of wood which was quite nice !!  Upstairs is a yoga area, which would be an excellent experience overlooking the water.

You can stay there overnight, however the huts did not look very well maintained - maybe because its summer and not really an option ( they are open air).

Some improvements- the bathrooms were not that clean.  The restaurant temperature, while not too bad, could do with some better quality A/C.",Solo travel,2024-07-31
871975443,3922362,1245,1,2022-12-17T06:29:26Z,Not all what shines is GOLD !,"It was our first time to try this place since we heard from a friend that the place is super nice and that a day pass costs 100dhs redeemable. 
We tried to call Lumi beach to ask if any changes for saturday since we could not fetch such info anywhere on their website but no answer.
We arrived and learnt that the weekend program is outsourced n run by ''holidate'', we were told that the entry is 200dhs per person and NON redeemable.
When we challenged the ladies at the reception about lack of communication, they seemed clueless and helpless, they themselves discovered that this info was nowehere clearly featured for guests and new comers.
They had to blame it on the resort especially when we showed them that indeed we tried to contact the hotel prior to driving there all the way from Dubai but No one picked the calls.

Lumi beach if you are a hotspot in town, it means that your reputation is at stake and you need to keep working hard towards customers' satisfaction and clients' centricity.
BE REACHABLE and BE TRANSPARENT. Empower your ground teams and partners to deal with such cases and be able to offer clients' solutions to such mishaps.
Like",Family,2022-12-31
891240210,3922362,1244,1,2023-05-21T04:24:31Z,Valet with fees in Lumi beach,"Beach it’s far from dubai 
I have been today 21 th of May very cloudy wheather beach was empty normal it’s cloudy 
150 Aed for entrance but I was disappointed there are valet now and yu have to pay also parking 
Usually in hotel I don’t pay valet but here yu have to pay then I don’t recommend and I ll not back here ",Friends getaway,2023-05-31
893891287,3922362,1243,5,2023-06-07T12:52:25Z,Good vibes and good times,The beach hotel is an excellent place to unwind. This is my 3rd time coming here and I can happily say that this is my favourite hotel. It’s very rare to find hotels that have an all rounded rich experience but this hotel does and the beach is just within minutes walking from the hotel rooms. The staff is very polite and the rooms are very clean too. On weekends they have an event called Ollie Daze which is absolutely incredible! I honestly felt like I was in Mexico!!  The food and drinks are always mouthwatering 😍😍I would definitely recommend as a lovely weekend getaway!!,Friends getaway,2023-05-31
925512742,3922362,1242,1,2023-11-11T13:10:43Z,Ridiculous,"after a week of work we opted to go spend an afternoon at the beach between 4 men married and between forty and fifty years old, from the same family, to our greatest surprise the entrance to the beach we had to be accompanied by girls, incredible for married people who just want to go to the beach, in the middle of the afternoon not at the entrance to a nightclub. really disrespectful and ridiculous. so guys if you want to go there even if you are married and your wife can't come and bring a woman with you (ridiculous) just to go swimming.",Family,2023-11-30
935092594,3922362,1241,5,2024-01-23T06:11:06Z,Excelent!!!!!!,"Amazing place , excellent food , , service top!!!!!… the place it is ideal for desconection relax ….it is the place to be back egain x sure !!!!",Couples,2024-01-31
811711079,13206893,1240,5,2021-09-25T14:24:58Z,Yummy Cheesy Fries,"We had their tea along with Chicken cheesy fries with cheetos on top. It was yumm and for one time its must.
The spot just by the side of the road and have a good ambience.

Please do follow us on our insta @craze_forfood",NONE,2021-03-31
248395614,3917883,1239,2,2015-01-09T04:03:51Z,Slow and the same standard as the rest of the hotel ,The key word here is slow. If you like it that way then ok but for me it was to much. When you add that the quality can be questioned it is impossible to rate it above two ,,
255490966,3917883,1238,5,2015-02-20T17:12:57Z,Pool Bar ,"Located in the Kempinski Ajman, beautiful Pool with a Bar, friendly Staff, our Son enjoyed icecream and Juices every day while sitting in the Pool!",,
417050032,3917883,1237,5,2016-09-11T07:39:38Z,Fantastic!,"Stayed here with three friends in early August. One of my mates, John, used to work here and still knows some of the staff. A massive thanks to Ja and Shanker for excellent service and being so wonderfully friendly. These two are a credit to the hotel. The pool and pool bar itself is perfect for relaxing during the hot afternoons, Food to order and excellent choice of drinks, alcoholic and non alcoholic. We also had a great laugh with the holiday makers from UAE and other parts of the world. Can't rate this place highly enough and thank really nice to meet Ja and Shanker.",Friends getaway,2016-08-31
462028421,3917883,1236,4,2017-02-22T13:14:58Z,Swim to get your beer,"It's kind of fun to swim for your beer or coctail. However, the pool bar in Kempinski isn't only the bar itself, but there's also some tables by the pool where you can order lunch in between swimming and sun bathing. Just had drinks and a light lunch so I really can't  say anything about the food, but I saw the food being brought from the hotel, so I'm sure that it's as good as everywhere else in this fantastic hotel. As in other restaurants in the hotel, the service was excellent.",Couples,2017-02-28
924783986,3917883,1235,5,2023-11-06T09:03:50Z,Very good 👍,"We absolutely loved the cocktails and service.  But most of all I liked the most positive bartender Sanjay.  He is the kindest, polite and hospitable person.  We love your pool bar! 
The best bar you can spend time in!!!",,
657775363,9754239,1234,5,2019-03-11T08:55:22Z,Very good buffet with metworld dmcc,"It was very nice experience in the restaurant with metworld dmcc team. Super delicious seafood. It's one of our favourite restaurant with excellent view, friendly staff. Highly recommended during trip at ajman.",Business,2019-03-31
669477448,9754239,1233,1,2019-04-26T15:56:58Z,Bad first impression,"I drove from Dubai to Ajman to this restaurant to try it , i didn’t have enough time time so i ordered 2 sandwiches, first of all i didn’t get what i asked for , i ordered 1 shrimp and 1 calamari sandwich and i hot calamari and fish instead, very few quantity os seafood in the sandwich, mainly i was eating bred , there was no taste and it’s overpriced relative to what you pay. Honestly the staff was friendly, the place looked very clean but i will not go again, dining in snd meals might be better but i had a very bad first impression and it took too long yo get my sandwiches teady.",Solo travel,2019-04-30
694257202,9754239,1232,2,2019-07-31T00:02:48Z,OVERPRICED AND COMPLETE CHEATING ,They are selling coupon  booklet of 99 Dirhams with mega food company . Buy one buffet get one  free. When we call them buffet price  they replied 59 Dh After reach there they said 89 Dh if I used coupon.Also Booklet having many coupon like buy one platter get one free . The platter they charged you 100dh instead of 50 Dhs .I could not managed to use coupon at all . They dont give children discount also. I will not suggest to go to their branch in Dubai and Sharjah Also .,Family,2019-07-31
789391440,9754239,1231,3,2021-05-21T07:37:42Z,At 9:30 pm for dinner.,"I personally didnt like the location nor the restaurant itself.. The food was... Well.. Not bad.. quite honestly Egyptian management of restaurants don't seem OK.. They tend to relax over essential issues of customer comfort & satisfaction.. Arriving at the restaurant is tricky and  parking the car is another issue. There is vallet parking but i prefer to park my own car at such outlets. Downstairs is a small room poorly prepared! A floor tile broke in halves under my shoe although I am a Wee fellow! Upstairs is a large lounge, take your pick.. Full of families, some accompanied by uncontrollable kids! Not my idea for a comfortable night out!!
I didn't feel like taking a picture of the place..",Couples,2021-04-30
895115973,9754239,1230,4,2023-06-14T16:03:47Z,AL ANSARI,"Al Ansari is perfect to send money or to change it. The staff is very polite, professional and helpfull.",Business,2023-01-31
598172909,13306829,1018,4,2018-07-21T11:16:22Z,Clean Cafe Bakery,"Like to visit Mado Cafe Restaurants whenever we visit a country that has got it's outlet. The variety of sweets, icecreams, juices and some food items is great. The Mado branches are always well kept, maintained and clean. The food is great and staff are excellent. However, I find it to be a bit expensive here.",Family,2018-07-31
641561524,13306829,1229,4,2018-12-26T08:10:07Z,Excellent Breakfast Buffet on Saturdays,"Excellent Breakfast Buffet on Saturdays with lots of choices. Authentic turkish food.

Highly recommended. 

Although I don't like the idea of paying Dhs 25 for a bottle of water. This is located in a shopping mall after all and should offer reasonable prices for water. Any local brand water bottle should cost no more than Dhs 5.0 including service charges. However, this place will push down your throat Dhs 25.0 imported water bottle. 

The water will be extra charges not included in the buffet price.",Family,2018-12-31
666061239,13306829,1228,4,2019-04-13T14:03:09Z,Delicious authentic Turkish food,Very delicious Turkish food.. especially their kofta flavorful and juicy..all meat dishes are cooked to perfection.. comfy place and comfy food .. friendly staff as well.,Solo travel,2019-04-30
671613993,13306829,1227,5,2019-05-05T12:04:09Z,Nice ambiance and delicious food 🍲 ,"It was awesome open buffet, from appetizers to main dishes ending by desserts.
Plus mixed grille and Arabic ice-cream.
Do not forget the Turkish tea.
They have open buffet in Dubai, Sharjah and Ajman
The price per person was 79.00Dhs.
I advice you to come and visit it. ",Family,2019-04-30
783244466,13306829,1226,5,2021-02-20T10:32:37Z,Great launch experience,"Our visit to MADO - City Center Ajman was an absolute pleasing experience, the food quality and desserts took me back to the middle of Istanbul City with the most polite and professional service offered from their staff Mr.Oddai ( special thanks on how gentle and sweet he was ) and their Chef Wehbi who looked after us and assist kindly to advise us of what to order. Will love to come back for such an accommodating and welcoming ambiance.
Well done :) Thank you so much.",Family,2021-02-28
725991362,15121430,1225,5,2019-11-12T14:49:21Z,Best Malabar Biryani ,"Follow me on Instagram:  nayab.sarhandi

Curry Chatti is my new favorite. As I simply loved their biryani combos as it is hell economical with perfect taste, good quantity and amazing packaging. Ordered the Chicken Combo which came with Chicken Fry, coconut chutni, papad, pickle and sweet. Chicken Fry is perfect in taste. Crispy, crunchy morsels of chicken chunks which gives you a good vibes. 
Biryani was flavorful not too spicy not too flat a well balanced spice level. Will surely order again from this place. A must try for all #Malabar #Biryani lovers like me. Highly Recommended!
.
.
.
.
.
#keralafood #dubaieats #dubaifoodies #dubaifoodbloggers #mydubai #eats #biryani #keralafood #foodstagram",Solo travel,2019-11-30
729749208,15121430,1224,4,2019-11-30T04:38:02Z,Tasty malabar biriyani,"I loved the Curry Chatti Biriyani from the Dubai branches so much that I decided to try their Ajman branch too. The biriyani comes in buckets of different sizes, depending on the order. It also comes with papad, raita, pickle, chammanthi, payasam and a drink. Couldn’t get any better than this 😊
I ordered a Chicken and a Mutton Biriyani (small buckets). Delivery was quick and the food was warm. The portion size of each small bucket is perfect for two people. 
The marination is similar in both types but the meat is perfectly cooked and flavourful. The combination with spicy chammanthi was delish. 
A must try for all biriyani lovers.",NONE,2019-11-30
848228668,15121430,1223,4,2022-07-16T14:27:14Z,Non veg kerala food with a special touch,"Authentic Kerala food at its best ! 

We would have visited them more than 10 times.
Every time we get to them, there is a special element of good surprise in the form a quality food.  My children just love the food.  The box Biriyani is a speciality.  The U.Vada is another master piece.  Overall, they serve delicious food...

Thank you guys.",NONE,2022-07-31
646886433,15780762,1222,4,2019-01-19T00:29:03Z,comfort you feel from a hug,"relaxing atmosphere, great tasting coffee, awesome pastries and affordable, with free wifi. what more could you ask for? great place to catch up with friend, get away from school and work.",Couples,2019-01-31
772116026,21297605,1221,5,2020-09-27T10:33:02Z,Excellent sociable concept,What a great way to socialise with people of the same household. The Happy Farm restaurant is a Korean based menu where your table has a pot of soup imbedded in it and you can flavour it with either seafood or meats. Also on the table is a BBQ plate for grilling your food. For a price of 69aed you can eat and drink as much as you like. Warning you will be charged for any left food on your plate. Good policy. Just take what you need. The food and soft drink are delicious and plentiful as is the service. What a great find. Thanks ,Couples,2020-09-30
844752272,21297605,1220,1,2022-06-26T12:30:57Z,DISGUSTED,Firstly cockroaches on the floor caught my eyes and right away I got disappointed 😞 that's not the end then I saw small flies. I am definely not going here again. Its not clean and saw staff peoples sneezing in a kitchen 🤧 so for me it's a big NO.,Friends getaway,2022-06-30
886340842,21297605,1219,3,2023-04-15T13:19:17Z,new experience,Nice Asian experience and helpful team. need to add more items or new ideas and dessert. thank you .,Friends getaway,2023-03-31
626981269,4355359,1218,5,2018-10-21T12:51:31Z,spicy,"a great Indian taste food, little spicy but we liked it especially the biryani, we had our lunch or dinner many times once in the restaurant near Istanbul supermarket, many times we take it home because always crowded and full tables.suitable price.",Family,2018-09-30
631851675,4355359,1217,4,2018-11-08T05:31:53Z,Authentic Pakistani Taste,We ordered the Aloo Paratha and Chicken-Tikka and loved the taste. The portion size is quite big as we cant finish all in one time.,Friends getaway,2018-10-31
736327171,4355359,1216,2,2020-01-02T13:41:55Z,very Basic food at high end prices,"Does everything a restaurant should do adequately but at a very very basic and unprofessional level
No greeting or recognition on arrival by the management
Everyone looking around uninterested
It’s ok if you just wanna quick eat.dont expect a nice experience
Food served Luke warm from Karahii to roti to saag.requested spicy food ...got ignored
Not good value for money ",NONE,2020-01-31
743122531,4355359,1215,3,2020-02-05T00:41:18Z,Very tasty food,"the place has one of the best food i've ever tasted in UAE, and the portion is very big, enough for 2 people actually, the bread is sooooo nice 
price wise is very well considered, i would actually rate it cheap compared to restaurants of the same size, well done on that part
the family section on the second floor needs some attention, in Summer its a bit hot.
the place is fairly clean but there is a lot to improve, tables are sticky, and you need to ask the waiter to come clean it (multiple times sometime), the waiters attitude also is not that great, i mean the service is pretty fast, but lets say you ask for additional spoon, for some reason they stare at you like you have asked the forbidden (culture differences?).
the lighting also needs improvements, its a bit (i wouldn't say dark) but it can be brighter, it wont harm.
overall i would give it 3.5 stars",NONE,2019-12-31
936027980,4355359,1214,1,2024-01-30T04:08:43Z,Terrible quality of food,Had ordered Nihari and tandoori roti for lunch and this is the type of tandoori roti delivered..full of black coal..the biryani was mixed with two types of rice..looks like old food mixed with layer of fresh rice on top..waste of money ordering from here..please be very careful..they serve unhygienic and expired food,Family,2024-01-31
784443676,23224971,1213,5,2021-03-12T23:02:42Z,Amazing Dinner trip,"We have been casually walking on Ajman Cornish and saw this beautiful ship, all decorated with lights, we just ask about it, price and their program. Surprisingly price was very attractive, with 2 hours trip, seafood buffet and entertainment program. We decided to go for it. It was such an amazing experience. Staff was very accommodating and supportive, wearing beautiful white marine uniform which was looks really nice. Food was very tasty, fresh, huge variety and delicious. Plus a Tanoora dance guy, performed perfectly. It was really well spent time with this team. Thank you all! We definitely bring family and friends again.",Friends getaway,2021-03-31
787314100,23224971,1212,5,2021-04-26T03:57:04Z,Private Party,"I had booked the full boat for my son's engagement party the weekend before Ramadan 2021, and I am very pleased with the service and quality of food provided to us.  all my guests were extremely happy and I would recommend it to all my friends and family.",NONE,2021-04-30
790716321,23224971,1211,3,2021-06-01T05:48:15Z,Floating restaurant | Kids amusement park,I couldn't try the floating restaurant because a marriage reception was taking place It was crowded with people with no mask. There is a running track which leads to a kids amusement park. A small settup.Not sure if this will be temporary or permanent. Kids rides are paid and some even offers unlimited time. Few stalls with dress accessories toys perfumes are there at the moment. Food stalls are a total rip off. Temperatures are checked at the beginning.  The place could be a JBR if developed with proper standards. Many shops are yet to open. No toilets are available at the moment. Pets are not allowed however there were many and security didnt seem to bother. Almost no other option available for dinner other than the floating restaurant,NONE,2021-05-31
866442217,16752876,1210,5,2022-10-29T15:23:58Z,Best place ever,"I go there almost everyday, and that’s because ik I’ll always be treated well and get a good services. Specially from Gibson and Mellow, I’ve never seen a professional treatment like theirs anywhere else. 
Also the prices are affordable and the food is fantastic.",Friends getaway,2022-10-31
872503138,16752876,1209,5,2022-12-22T09:23:36Z,Best Spot in Ajman,This is my go-to spot in Ajman. Gibson and Mellow are the best servers there. They always make sure customers have a good time!,Friends getaway,2022-12-31
877370525,16752876,1208,4,2023-02-04T02:34:35Z,Good place,"We went to the bar, with some friends service was good for the staff. Staff are very friendly and helpful. Nice place to chill out. 
Recommended for a groups",Friends getaway,2023-02-28
904908862,16752876,1207,1,2023-07-23T00:17:45Z,Worst pub ever!,"Our visit, hoping for a pleasant family meal like we experienced at other branches in the UAE, turned out to be the worst. We were visiting as a family of 8 including children. I wouldn't recommend this place to any family. The decor and seating were outdated, and the smell of stale smoke greeted us upon entering. There was an intoxicated customer at the bar table who loudly swearing and staggering around. I might expect expect to see this in a local bar but not in an establishment advertising for families.

Upon requesting the waiters moved us to a table closer to the restroom, which was unpleasantly stinky. All of this made us decide to leave even before settling down properly. The manager, Mr. Gunter, showed little interest in understanding our situation and discomfort as a family. Instead, he seemed to make us feel guilty for coming to the pub rather than addressing our concerns and making us feel comfortable. It's clear they may have regular patrons, but we won't be returning ever.",Family,2023-07-31
930927632,16752876,1206,5,2023-12-24T20:41:56Z,best Irish pub ,"enjoyed the great service ,good job Ms Heizyl amazing server prompt and courteous great ,drinks well priced 
",Business,2023-12-31
772230844,14996982,1205,5,2020-09-28T07:12:52Z,AN AMAZING 6-COURSE DINNER,"Really a Dinner to Remember

All was so delicious and such a wonderful experience- the quality of the food and elegant served! I can only give the restaurant my best review!

First course : Harira Soup
2nd : The Arabian Platter
3rd : Chicken Tajine
4th : Gradis Harra (Prawns)
5th : Short Rib Ouzi
The Desser : ""LOVE IS BEAUTIFUL"" ❤",Couples,2020-09-30
780378004,14996982,1204,5,2021-01-02T04:52:55Z,Excellent Arabic restaurant.,Excellent Arabic restaurant. We had four dinners at this restaurant as part of our stay at the Chedi. The food is delicious and elegantly presented. The staff is very kind and polite. The venue is cosy and romantic especially the outside area. Highly recommend.,NONE,2021-01-31
781131542,14996982,1203,5,2021-01-14T06:54:26Z,Authentic Arabic food with a modern twist ,"Went for dinner as a part of our stay at Chedi Al Bait. Emad was our host and we have fully trusted him in suggesting the best that this cosy restaurant had to offer.
We had hot and cold mezze.  For the mains we had grilled humour, lamb tagine, grilled chicken. Every dish served looked and tasted yummy and was super  delicious. Emad and his team provided excellent service and made sure that we were looked after. We loved everything about this restaurant: the decor, ambiance, outdoor terrace and candlelit tables. Ideal not only for romantic dinner but also for friends and family gatherings. Thank you Emad for great food and outstanding service 👏 😀 ",Friends getaway,2021-01-31
782140772,14996982,1202,5,2021-02-01T14:11:00Z,Amazing atmosphere and wonderful food ,A wonderful restaurant with seatings in various courtyards. The service is world class and the food is amazing. We had a wonderful evening. ,NONE,2021-02-28
817885462,14996982,1201,5,2021-11-07T23:52:41Z,Taste of heaven,"No doubts, this hidden gem in the heart of Sharjah is a raw Diamant of fresh, local gourmet cuisine. Naima surprised us every evening with the best served dinner plate. I’ve no words left but this restaurant, now, is my absolute favorite place to eat. The taste and freshness of the food is without any doubts worth the visit. The Ambiente is just perfect, you didn’t expect such an aura in the middle of a crowded city just next to the Main Street. It’s quiet, only some birds sing along, you can hear the beautiful imam calling, and enjoy the silence. You will be in a different world as soon as you enter the Chedi. Amad the restaurant manager has his eyes everywhere and the whole team are thrilled to make you feel most comfortable. The menu shows a great variety of the most mouthwatering foods. All cooked with so much love that you can see, smell and taste it. Excellent! Thank you Hamza and Moatez for caring and always make us feel most comfortable. Thank you Amad for your excellent service, you made our overall stay at the Chedi just perfect. Thank you Naima, I have no words for the heart you put into your work. It’s a philosophy itself. You are from golden. It was a pleasure to meet you all.  Be sure we will be back again soon. 

I would highly recommend this place for everyone, it doesn’t matter if you are going for a ladies night, business dinner, meeting friends and family or even go just by yourself. You will find what you’re looking for, or if not, they will show you even something better. 

It’s magic. It the Chedi Al Bait. 

Thank You.",Family,2021-11-30
482546042,3921939,1200,4,2017-05-08T05:01:24Z,Nice Restaurant... Value for money.,"One of the best place to have  broasted chicken, grilled meats and chinese food in one roof here in Sharjah. They have a variety of food to choose from. The staff are very friendly . parking is little bit difficult, food is great and lots of option for non vegetarian. veg option is very limited. price is very reasonable.",Family,2017-05-31
659728210,3921939,1199,4,2019-03-19T21:06:37Z,Great Food & Value for Money,"One of the many old restaurants serving great value food is Hi Broast restaurant. With a central location near clock tower roundabout in Sharjah, they have certainly maintained the quality and freshness of their food.

As long as i can remember they have the same red & white decor being it their walls or tables and chairs. A refurbishment is required for sure. Plenty of seating available and can accommodate a party easily with its duplex architecture.

Our Meal started of with a complimentary Sweet Corn Soup which was thick and a bit blunt in taste. A plate of Salad accompanied along with the soup.

Munched ourselves with a plateful of yum Hummus and tasteful Garlic Paste with pita bread till our mains arrived.

Opted for the 1KG Mix Grill which included soft, scrumptious and juicy meat kababs and tasteful chicken pieces with Fries and cut Paratha as sides. Was extremely palatable. A bite into the chicken piece took me back by surprise with its amazing flavor and tenderness.

Next had the Chicken Tikka. Served were a platful of Chicken pieces which were grilled just right and flavorful as well. Fries and paratha accompanied as sides here as well.

With a variety of grill items to broasted chicken meals to choose from that too not being heavy on your pockets, Hi broast is the place to be. Quick and courteous service in addition to amazing food is always a winner.

",NONE,2019-03-31
660182526,3921939,1198,4,2019-03-21T14:39:38Z,childhood vibes,"This has to be one of my recurring restaurants which I have visited since childhood.
Staff are like family and food is good and served hot.
Best part the food is cheap and they have hardly raised the price since they opened.
You get chinese, grilled, arabic and fast food. It is just your choice to make.",NONE,2019-02-28
933792949,23218870,1197,5,2024-01-12T08:33:15Z,Memorable Experience,"It was a great experience. Food, ambiance, service all can’t get any better. Wish them all the best.",Solo travel,2024-01-31
956777099,23218870,1196,5,2024-06-26T06:31:18Z,Such a very wonderful new place!,"I have been here in UAE since 2004, I used to sit in coffee shops in my free time to read and relax as well as do some tasks of my jobs as an Electronic Engineer, shops like Caribou, Nero, Costa, Tim Hortons, Starbucks, Papa roti, Dome (before they closed), Icons, Katrina...etc!
but I have never seen a calm, comfortable & nice place like your shop.
I have nothing to say just MAY GOD BLESS YOU ALL.

ALL STAFF of ZAWAYA WALK are gentle and courteous, all of them and  I cannot exclude any one of them!

Eng. Khalid AL- HADITHY
khalidqq2002@yahoo.com
0507343545",Solo travel,2024-06-30
768136489,14996981,1195,5,2020-08-31T13:31:03Z,Superb breakfast,"Located within The Chedi Al Bait in Sharjah, we enjoyed a fantastic breakfast in the restaurant.

The menu is extensive, with plenty of breakfast staples, eggs of your choice, pastries, granola, pancakes, etc and a few specialities, including shakshuka and steak and eggs.

Breakfast was included with our stay and we enjoyed the pastry and cake selection, a fruit plate, eggs with asparagus, steak and eggs and pancakes.

The food was all fantastic - superbly presented, well sized and delicious. The waiting staff were very friendly and attentive and the while experience was a great way to start the day.

The restaurant also serves lunch and I have no question it would also be great.",Couples,2020-08-31
770753939,14996981,1194,5,2020-09-17T13:16:50Z,Wonderful food and service,"We had breakfast here both nights that we stayed.  The quality of the food was outstanding, as was the service.",NONE,2020-09-30
776034343,14996981,1193,2,2020-10-30T10:54:30Z,I would of put 1 for the food but service was good,"So disappointed as this restaurant we actually were considering to stay for the night but the food was so badly executed that it scared us. My husband and i ordered the shrimp, the hamour and glazed vegetables. We waited more than hour to be served with only maybe 6 tables occupied... the prawns were okay, the hamour was more than average i doubt actually it was fresh..the romanesco with it was blanched no seasoning very bland and the beetrot was hard not even crunchy... then the cherry on the cake was those horrible tasteless not even well-cooked supposately glazed vegetables absolutely no taste no actual cooling jus even the purple potato was not cooked. I’m sorry but all those mistakes are not even culinary school beginner mistakes... i understood than that the rating was based on breakfast where no actual cooking was done lil",NONE,2020-10-31
864762441,14996981,1192,5,2022-10-16T12:52:36Z,Best Breakfast,"The best breakfast I have ever had in all my hotel stays here in UAE.

Mouthwatering and delicious.

Service is wonderful as well.",NONE,2022-08-31
889678928,14996981,1191,5,2023-05-09T12:22:06Z,Wonderful place!,"This place is magical! The atmosphere is wonderful, staff is so friendly! Everything was perfect! We were having dinner at the cafe- food and drinks were delicious! The waiter Franko was so cute and hospitable!",Couples,2023-05-31
569344868,11653646,1190,3,2018-03-28T16:01:19Z,Pricey little joint,"We tried raju omelet in safeer mall sharjah, it's different with okay variety but I felt the dishes are not filling for the price they charge.",Family,2018-03-31
591051581,11653646,1189,4,2018-06-27T01:15:54Z,Eggzotic & Eggziting - Egg lovers paradise - Reminiscent of Bombay in 90s,"Just loved the place. Yummy Omelettes and rolls. Very positive and bright ambiance.Takes you back to those 90s laid back Cafes in VT or Colaba, where you could spend stress free hours, making noise chilling with friends, or alone in deep thought, reading a book/ just sitting unnoticed & undisturbed with your boy/girlfriend with just a maska paav omlette & not to forget the cutting chai. 
Almost everything here is delicious. The Pahadi & Reshmi rolls are amazing. The buttered paavs - definitely Bombay. The last time I tasted similar rolls were at Nizams in Connaught place, New Delhi. Never had anything close in the last 25 years. 
Servers are enthusiastic and smart. There was just one dish none of us liked, some kind of an egg gravy with burji. Maybe it didn't taste so good cos we asked for less spice. I am sure it can be better.  
Do try the Kulfis. After your heavy meal, it is big enough to be shared by two people.   
A pleasant and nostalgic experience, the Bombay days decades ago when even street food was hygienic. 
Recommended the place to all my friends. Will be visiting soon to taste other dishes. Keep up the great work, do grow with more branches but keep the place small.",Friends getaway,2018-06-30
