location_id,type,name,description,city,country,amenities,styles,ranking,rating,num_reviews,price_level
23821433,hotels,Mecca Camp Resort,"Campground Resort in Tellico Plains, TN.",Tellico Plains,United States,"Pool, Kids Activities, Pets Allowed, Free Wifi, Non-smoking rooms, Refrigerator in room, Outdoor pool, Board Games / Puzzles, Canoeing Off-site, Convenience Store, Fence Around Pool, First Aid Kit, Gift Shop, Kids' Outdoor Play Equipment, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Patio, Picnic Area, Saltwater Pool, Shallow End, Shared Bathroom, Snorkeling, Sun Loungers / Beach Chairs, Tennis Court Off-site, Vending Machine, Water Sport Equipment Rentals",Quaint,#6 of 9 Specialty lodging in Tellico Plains,4.0,5,
12912345,hotels,Orchid Saray Hotel Mecca,"See why so many travelers make Orchid Saray Hotel Mecca their hotel of choice when visiting Mecca. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you.
For those interested in checking out UmrahLimo (1.4 mi) while visiting Mecca, Orchid Saray Hotel Mecca is a short distance away.
As your “home away from home,” the hotel rooms offer a refrigerator, air conditioning, and a desk, and getting online is easy, with free wifi available.
Guests have access to a 24 hour front desk and baggage storage while staying at Orchid Saray Hotel Mecca. In addition, Orchid Saray Hotel Mecca offers an on-site restaurant, which will help make your Mecca trip additionally gratifying. And, as an added convenience, there is free parking available to guests.
While visiting Mecca, you may want to try some shrimp at one of the nearby restaurants, such as Albaik.
There is no shortage of things to do in the area: explore popular architectural buildings such as Abraj Al-Bait Towers and Kaaba.
At Orchid Saray Hotel Mecca, your comfort and satisfaction come first, and they look forward to welcoming you to Mecca.
",Mecca,Saudi Arabia,"Kids Activities, Room service, Free parking, Restaurant, Airport transportation, Free Wifi, Meeting rooms, Business center, Laundry Service, Air conditioning, Family Rooms, Refrigerator in room, Non-smoking hotel, Safe, Housekeeping, Arabic, Baggage Storage, Bath / Shower, Car Hire, Clothes Rack, Desk, English, Extra Long Beds, Complimentary Toiletries, 24-Hour Front Desk, Hair Dryer, Kids' Meals, Secured Parking, Snack Bar, Sofa, Soundproof Rooms, Telephone, Wake Up Service / Alarm Clock","Mid-range, Budget","#241 of 1,321 hotels in Mecca",1.0,1,
26661346,hotels,Mecca,"Welcome to Mecca, a petite adult-only hotel in Playa Negra, Puerto Viejo Costa Rica that caters to the discerning travel. Mecca boasts three cozy, en suite rooms that are styled to highlight local textiles, architecture, and artwork. Mecca is located 5 minutes from the beach and a 15 minute walk to town. Created by an African-American woman who fell in love with the Southern Caribbean lifestyle of Costa Rica, Mecca is a place of peace, relaxation and rejuvenation. We are located in Puerto Viejo Costa Rica, walking distance to Playa Negra. Amenities include: ⛱ Jungle Pool ⛱ Sala with Sorbo Bar ⛱ Balcony Bar ⛱ Sunsoaked Lounge ⛱ AC ⛱ Two jungle showers ⛱ A poolside bathroom ⛱ Kitchenette ⛱ Hot Water ⛱ Scooters and bikes ⛱ Wifi ⛱ Jardín ⛱ Secured parking (reserve) ⛱Laundry facilities (fee) ⛱Barbecue/fire pit",Puerto Viejo de Talamanca,Costa Rica,"Shuttle Bus Service, Free Internet, Pets Allowed, Kitchenette, Free Wifi, Non-smoking rooms, Air conditioning, Microwave, Refrigerator in room, Minibar, Safe, Outdoor pool, Breakfast Available, Parking, Adults Only, Baggage Storage, BBQ Facilities, Bicycles Available, Board Games / Puzzles, 24-Hour Check-in, Clothes Dryer, Clothes Rack, Coffee / Tea Maker, Complimentary Tea, Desk, Electric Kettle, First Aid Kit, Kitchenware, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Oven, Pool View, Private Bathrooms, Private Check-in / Check-out, Shared Kitchen, Shared Lounge / TV Area, Stovetop, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Umbrella, Walk-in Shower, Wardrobe / Closet, Washing Machine",,,,0,$
1174249,hotels,Mecca Beach Front Hotel Patong Phuket,"2C Phuket Hotel is a 2-minute walk from Patong Beach. It offers air-conditioned rooms with free Wi-Fi. Guests can arrange sightseeing trips at the tour desk as well. The property is a 10-minute walk to Bangla Road and Jungceylon Shopping Mall. It is a 15-minute drive to Kata and Karon Beaches. Phuket Town is a 30-minute drive from the hotel while Phuket International Airport is a 45-minute drive away. Rooms at 2C Phuket Hotel are furnished with modern decor. Each room comes with a cable TV, a minibar and a safety deposit box. Free toiletries are included in an en suite bathroom. Some rooms have a private balcony hairdrayer and kettle. Possibility of renting motorbike , book all types of tours or attractions and all kinds of transfers",Patong,Thailand,"Internet, Free Internet, Air conditioning, Refrigerator in room, Beachfront, Bar/Lounge, Wifi, Public Wifi, Free Wifi, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Smoking rooms available, Minibar, Non-smoking hotel, Safe, Housekeeping, Baggage Storage, Books, DVDs, Music for Children, Bottled Water, Canoeing, Car Hire, Children's Television Networks, Chinese, Coffee Shop, Currency Exchange, Diving, English, Free Private Parking Nearby, French, 24-Hour Front Desk, German, Hiking, Iron, Italian, Massage, Russian, Shared Lounge / TV Area, Snack Bar, Spanish, Special Diet Menus, Street Parking, Thai, Windsurfing, Beach Access","Mid-range, Centrally Located",#100 of 546 B&Bs / Inns in Patong,3.5,90,$
24229858,hotels,Mecca Hotel Alexandria,,Alexandria,Egypt,,,,,0,
4153081,hotels,Medina Palms,"Medina Palms is perfectly situated on the powder white sand beach of the Indian Ocean in Watamu, Kenya. This ground breaking hotel offers a range of luxury suites and villas, with views over tropical gardens and pools, tree top level penthouses with inner courtyards, and magnificent beach front villas. The hotel offers fine dining at our signature Amandina Restaurant, the sophisticated Long Bar and Star Lounge, as well as our tropical coffee garden. On site facilities includes Tribe Watersports Centre, a fitness studio, the luxury Sakina Ocean Spa offering 5 treatment rooms, state of the art conference facilities and a choice of exclusive spaces for meetings and weddings.",Watamu,Kenya,"Internet, Beachfront, Free Internet, Wifi, Free Wifi, Suites, Kitchenette, Non-smoking rooms, Pool, Kids Activities, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Public Wifi, Dry Cleaning, Meeting rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Microwave, Refrigerator in room, Babysitting, Safe, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Private Balcony, Infinity Pool, Adult pool, Outdoor pool, Private Pools, Breakfast Available, Additional Bathroom, Baggage Storage, Breakfast in the Room, Currency Exchange, Diving, Facial Treatments, Foot Massage, Full Body Massage, Head Massage, Iron, Ironing Service, Massage, Pool / Beach Towels, Salon, 24-Hour Security, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Wake Up Service / Alarm Clock, Conference Facilities, Beach Access","Trendy, Modern",#7 of 52 hotels in Watamu,4.5,603,$$$$
6621142,hotels,TUI BLUE Medina Gardens,"Situated in the heart of Marrakesh 5 minutes walking from Jemaa El Fna square, ideal for couples desiring to soak up the charm of Marrakesh, most attractions are within walking distance, including the Palace Bahia, the Koutoubia Mosque, the Gueliz and the Majorelle Gardens. Spectacular views of the Atlas Mountains, the minaret of the Koutoubia and a lush garden of three hectares. This property combines modern comfort and traditional Moroccan accents. Our rooms and suites, carefully designed for the comfort of a luxury accommodation in Marrakesh. They are equipped with an LCD 32 inch TV with a wide selection of international channels, direct dial telephone, air conditioning / heating, mini bar (water and soft drinks), safe and free WiFi connection. The hotel includes 3 restaurants: Buffet Restaurant: a space resolutely modern design, a cuisine with miles and flavor in a warm atmosphere. Snack Restaurant: open only during lunch time. The Culinarium (A La Carte Restaurant): For an exceptional culinary experience, open only for dinner time. Dress code is to be followed : in the common areas no swimsuits in the covered areas (Lobby, restaurant, Lobby Bar and Lounge Bar). Restaurant at dinner: long trousers for the gentlemen, no casual flip-flops, no sportswear. The hotel Spa and pools invite to regenerate in peace, while the fitness center allows you to keep in shape. The property also boasts two tennis clay courts, ping pong table, escape room.",Marrakech,Morocco,"Pool, Internet, Free Internet, Restaurant, Bar/Lounge, Spa, Wifi, Fitness center, Suites, Free parking, Wheelchair access, Airport transportation, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Tennis Court, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Accessible rooms, Refrigerator in room, Minibar, Safe, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Adult pool, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Aerobics, Arabic, Baggage Storage, BBQ Facilities, Couples Massage, Currency Exchange, English, Entertainment Staff, Evening Entertainment, Facial Treatments, Fitness Classes, Foot Massage, French, 24-Hour Front Desk, Full Body Massage, German, Hair Dryer, Hammam, Head Massage, Ironing Service, Massage, Pool / Beach Towels, Salon, 24-Hour Security, Shared Lounge / TV Area, Snack Bar, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Table Tennis, Taxi Service, Telephone, Wake Up Service / Alarm Clock","Great View, Mid-range",#140 of 927 hotels in Marrakech,4.5,1523,$$$
1941087,hotels,Kenzi Club Agdal Medina,"A pioneer in its category. This hotel-club provides a full range of activities together with the best contemporary design by architect Imaad Rahmouni. Modernism and discovery can be shared by families or friends, in one of the best leisure hotels in Morocco, located by the Atlas Mountains, in the middle of 10 hectares centenarian olive trees. Accommodation 9 riads 254 double or triple rooms (32 m²) and 60 suites (53 m²) – all with private balcony.",Marrakech,Morocco,"Pool, Free parking, Bar/Lounge, Fitness center, Suites, Restaurant, Internet, Free Internet, Wifi, Spa, Shuttle Bus Service, Wheelchair access, Airport transportation, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Tennis Court, Business center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Refrigerator in room, Conference Facilities, Babysitting, Safe, Heated pool, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Indoor pool, Outdoor pool, Breakfast Available, Parking, Free Shuttle or Taxi Services, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Sauna, Aerobics, Arabic, Baggage Storage, Blackout Curtains, Board Games / Puzzles, Car Hire, Couples Massage, Currency Exchange, Darts, English, Entertainment Staff, Evening Entertainment, Facial Treatments, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, French, 24-Hour Front Desk, Full Body Massage, Gift Shop, Hammam, Head Massage, Indoor Play Area for Children, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Massage, Nightclub / DJ, Pool / Beach Towels, Salon, 24-Hour Security, Shops, Snack Bar, Spanish, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Table Tennis, Taxi Service, Manicure, Pedicure, Beach Access","Family, Modern",#142 of 927 hotels in Marrakech,4.5,9299,$$$
581392,hotels,Medina Belisaire & Thalasso,"The hotel lies directly Hammamet - Yasmine (Tunisia) and just 200 m from the beautiful sandy beach. Family-friendly complex. Lively entertainment program. Just 5 km from two golf courses. Thalasso - therapy centre with different treatments. Certified Travelife: Committed to sustainable practices for a greener, responsible stay.",Yasmine Hammamet,Tunisia,"Free parking, Fitness center, Pool, Restaurant, Bar/Lounge, Room service, Kids Activities, Internet, Suites, Free Internet, Wheelchair access, Spa, Airport transportation, Dry Cleaning, Meeting rooms, Tennis Court, Business center, Laundry Service, Concierge, Banquet Room, Multilingual Staff, Conference Facilities, Babysitting, Safe, Heated pool, Breakfast Buffet, Poolside Bar, Private Balcony, Indoor pool, Infinity Pool, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Sauna, Aerobics, Arabic, Baggage Storage, Blackout Curtains, Car Hire, Currency Exchange, Darts, English, Entertainment Staff, Evening Entertainment, Facial Treatments, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, French, 24-Hour Front Desk, Full Body Massage, German, Gift Shop, Hammam, Ironing Service, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Massage, Mini Golf, Nightclub / DJ, Russian, Salon, 24-Hour Security, Shops, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Table Tennis","Classic, Mid-range",#1 of 33 hotels in Yasmine Hammamet,4.5,4176,$$
590302,hotels,Medina Solaria & Thalasso,"Providing an ideal mix of value, comfort and convenience, offers a charming setting with an array of amenities designed for travelers like you. As your “home away from home,” the all-inclusive resort rooms offer a flat screen TV, and getting online is easy, with free internet access available. Guests have access to a concierge and room service while staying at Iberostar Solaria Hotel. In addition, Medina Solaria & Thalasso offers a pool and breakfast, which will help make your Hammamet trip additionally gratifying. And, as an added convenience, there is free parking available to guests. Certified Travelife: Committed to sustainable practices for a greener, responsible stay.",Hammamet,Tunisia,"Fitness center, Pool, Restaurant, Beachfront, Room service, Bar/Lounge, Spa, Beach Access, Suites, Free parking, Business center, Kids Activities, Meeting rooms, Tennis Court, Internet, Free Internet, Wheelchair access, Wifi, Dry Cleaning, Laundry Service, Concierge, Banquet Room, Multilingual Staff, Self-Serve Laundry, Conference Facilities, Babysitting, Safe, Swimup Bar, Heated pool, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Indoor pool, Butler Service, Infinity Pool, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Sauna, Aerobics, Arabic, Baggage Storage, Bicycle Rental, Blackout Curtains, Car Hire, Couples Massage, Currency Exchange, Darts, Diving, English, Entertainment Staff, Evening Entertainment, Facial Treatments, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, French, 24-Hour Front Desk, Full Body Massage, German, Gift Shop, Hammam, Head Massage, Ironing Service, Italian, Kids' Outdoor Play Equipment, Massage, Nightclub / DJ, Russian, Shops, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Table Tennis","Family Resort, Classic",#3 of 141 hotels in Hammamet,4.5,4583,$$
316718,hotels,Les Jardins de la Medina,"Charming hotel and tasteful restaurant, Les jardins de la Medina benefits from the luxuriance of an exceptional 3000 m² garden in the heart Kasbah of Marrakesh, not far from souks and from historic monuments such as Djemaa Lefna ... In this historic house, the WiFi is free in the rooms as well as in the overall hotel; the breakfast and the smile of the staff are included too!",Marrakech,Morocco,"Pool, Free Internet, Free Wifi, Suites, Breakfast included, Laundry Service, Internet, Room service, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Dry Cleaning, Non-smoking rooms, Business center, Fitness center, Concierge, Banquet Room, Air conditioning, Multilingual Staff, Accessible rooms, Minibar, Babysitting, Safe, Heated pool, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Poolside Bar, Private Balcony, Outdoor pool, Breakfast Available, Facilities for Disabled Guests, Housekeeping, Arabic, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, 24-Hour Check-in, Coffee / Tea Maker, Couples Massage, English, Facial Treatments, Foot Massage, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, Gift Shop, Hair Dryer, Hammam, Massage, Outdoor Furniture, Pool / Beach Towels, 24-Hour Security, Steam Room, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Taxi Service, Baggage Storage, Breakfast in the Room, Bridal Suite, Car Hire, Clothes Rack, Coffee Shop, Currency Exchange, Electric Kettle, Fireplace, First Aid Kit, Complimentary Welcome Drink, Hand Massage, Head Massage, Highchairs Available, iPod Docking Station, Kids' Meals, Manicure, Neck Massage, On-Demand Movies, Outdoor Dining Area, Pedicure, Private Bathrooms, Paid Private Parking Nearby, Paid Public Parking Nearby, Shared Lounge / TV Area, Shops, Special Diet Menus, Telephone, Wake Up Service / Alarm Clock, Wardrobe / Closet, Waxing Services, Wine / Champagne, Yoga Classes","Green, Historic Hotel",#107 of 927 hotels in Marrakech,4.5,2266,$$$
301522,hotels,Le Meridien Medina,,Medina,Saudi Arabia,"Free parking, Restaurant, Meeting rooms, Internet, Shuttle Bus Service, Suites, Room service, Wheelchair access, Wifi, Free Wifi, Dry Cleaning, Non-smoking rooms, Business center, Laundry Service, Air conditioning, Conference Facilities, Breakfast Buffet, Arabic, Free Internet, Paid Internet, Concierge, Banquet Room, Multilingual Staff, Safe, Breakfast Available, Parking, Sauna, Baggage Storage, Bath / Shower, Car Hire, Express Check-in / Check-out, English, 24-Hour Front Desk, Hair Dryer, Massage, Salon, Seating Area, Telephone","Quiet, Luxury",#39 of 595 hotels in Medina,3.0,136,$$
224430,hotels,Hampton Inn Medina,"The Hampton Inn Medina hotel in Ohio is conveniently located between Cleveland and Akron with easy access to Interstate I-71, the motor North-South Interstate connecting Cleveland, Columbus, and Cincinnati.",Medina,United States,"Wheelchair access, Breakfast included, Dry Cleaning, Pool, Internet, Free Internet, Free parking, Wifi, Free Wifi, Fitness center, Laundry Service, Non-smoking rooms, Business center, Air conditioning, Self-Serve Laundry, Microwave, Non-smoking hotel, Heated pool, Flatscreen TV, Breakfast Buffet, Indoor pool, 24-Hour Front Desk, Refrigerator in room, Breakfast Available, Housekeeping, Kids Stay Free, Bath / Shower, Blackout Curtains, Cable / Satellite TV, Children's Television Networks, Clothes Dryer, Coffee / Tea Maker, Complimentary Tea, Desk, English, Complimentary Instant Coffee, Complimentary Toiletries, Free Wifi in the Business Center, Hair Dryer, Interconnected room(s) available, Iron, Newspaper, Outdoor Furniture, Private Bathrooms, Saltwater Pool, Sofa, Sofa Bed, Sun Loungers / Beach Chairs, Sun Umbrellas, Telephone, Tile / Marble Floor, Vending Machine, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Washing Machine","Classic, Modern",#2 of 8 hotels in Medina,4.0,450,$$
123426,hotels,Medina Inn,"Welcome to Medina Inn, your Medina “home away from home.” Medina Inn aims to make your visit as relaxing and enjoyable as possible, which is why so many guests continue to come back year after year.
While staying at Medina Hotel, visitors can check out Skyrock Farm (2.8 mi), which is a popular Medina attraction.
Rooms at Medina Inn offer air conditioning and a refrigerator providing exceptional comfort and convenience, and guests can go online with free wifi.
Newspaper is one of the conveniences offered at this hotel. Free breakfast will also help to make your stay even more special. If you are driving to Medina Inn, free parking is available.
During your visit, be sure to check out a popular Medina pubs such as Medina Entertainment Center and Robert's Restaurant and Bar, which is a short distance from Medina Hotel.
Medina Inn puts the best of Medina at your fingertips, making your stay both relaxing and enjoyable.
",Medina,United States,"Free parking, Internet, Suites, Free Internet, Free Wifi, Breakfast included, Non-smoking rooms, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Wheelchair access, Kids Activities, Restaurant, Bar/Lounge, Wifi, Public Wifi, Meeting rooms, Golf course, Business center, Laundry Service, Non-smoking hotel, Bowling, Bridal Suite, Game Room, Newspaper, Vending Machine",Mid-range,#1 of 2 hotels in Medina,3.5,49,
301959,hotels,Four Seasons Hotel Casa Medina Bogota,"Our landmark 1946 building, designed by Colombian artist-architect Santiago Medina Mejia, boasts some of the most quietly elegant rooms in the city - complete with beamed ceilings, hand-carved wooden furnishings and fireplaces to cosy up to, no two rooms are alike. Steps from the buzzing financial district and the gourmet paradise of the Zona G, Casa Medina is an urban retreat for travellers with taste.",Bogota,Colombia,"Room service, Business center, Restaurant, Fitness center, Bar/Lounge, Airport transportation, Internet, Free Internet, Wifi, Free Wifi, Concierge, Suites, Spa, Dry Cleaning, Meeting rooms, Non-smoking rooms, Laundry Service, Banquet Room, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Non-smoking hotel, Safe, Flatscreen TV, Housekeeping, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, 24-Hour Check-in, Doorperson, English, Facial Treatments, Fitness / Spa Locker Rooms, 24-Hour Front Desk, Full Body Massage, Ironing Service, Massage, Newspaper, Spanish, Taxi Service, VIP Room Facilities, Private Balcony, Breakfast Available, Facilities for Disabled Guests, Sauna, Bicycle Rental, Bicycle Tours, Body Wrap, Bridal Suite, Cable / Satellite TV, Express Check-in / Check-out, Children's Television Networks, Clothes Rack, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Desk, Dining Area, Electric Kettle, Fireplace, First Aid Kit, Foot Massage, Complimentary Instant Coffee, Complimentary Toiletries, Hair Dryer, Hand Massage, Interconnected room(s) available, iPod Docking Station, Iron, Kids' Meals, Manicure, Neck Massage, Outdoor Fireplace, Outdoor Furniture, Pedicure, Private Bathrooms, Private Check-in / Check-out, Paid Public Parking Nearby, Radio, Salon, Seating Area, 24-Hour Security, Shoeshine, Sofa, Steam Room, Telephone, Tile / Marble Floor, Valet Parking, Wake Up Service / Alarm Clock, Walking Tours, Wardrobe / Closet, Wine / Champagne","Historic Hotel, Romantic",#23 of 497 hotels in Bogota,4.5,709,$$$$
7331990,hotels,Hilton Garden Inn Tabuk,"Looking for a place to stay in Tabouk? Then look no further than Hilton Garden Inn Tabuk, a hotel that brings the best of Tabouk to your doorstep.
Hilton Garden Inn Tabuk offers guests an array of room amenities including a refrigerator and air conditioning, and getting online is possible, as free wifi is available.
The hotel offers a 24 hour front desk, room service, and a concierge, to make your visit even more pleasant. The property also features a pool and breakfast. Guests arriving by vehicle have access to free parking.
Travelers looking for a place to eat close to Hilton Garden Inn Tabuk can head to Mariposa (1.2 mi) or Al Bustan Restaurant (1.1 mi), all of which are within walking distance.
Plus, during your trip, don't forget to check out a history museum, such as Tabuk Castle.
We’re sure you’ll enjoy your stay at Hilton Garden Inn Tabuk as you experience everything Tabouk has to offer.
",Tabouk,Saudi Arabia,"Pool, Internet, Suites, Room service, Free Internet, Wheelchair access, Restaurant, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Air conditioning, Refrigerator in room, Conference Facilities, Breakfast Buffet, Kids Activities, Shuttle Bus Service, Free parking, Airport transportation, Concierge, Family Rooms, Multilingual Staff, Self-Serve Laundry, Smoking rooms available, Accessible rooms, Non-smoking hotel, Safe, Outdoor pool, Breakfast Available, Housekeeping, Arabic, Baggage Storage, Breakfast in the Room, Convenience Store, English, 24-Hour Front Desk, Ironing Service, Shoeshine, Soundproof Rooms, Special Diet Menus, VIP Room Facilities","Trendy, Business",#1 of 104 hotels in Tabouk,4.5,175,$$
11798118,hotels,Royal Tulip Sharma Resort,The Best 5 Star Sea Resort allover Kingdom of Saudi Arabia : (Saudi Excellence Tourism Award 2017),Tabouk,Saudi Arabia,"Pool, Internet, Suites, Room service, Wheelchair access, Restaurant, Wifi, Free Wifi, Breakfast included, Dry Cleaning, Fitness center, Laundry Service, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Safe, Outdoor pool, Private Beaches, Kids Activities, Beachfront, Shuttle Bus Service, Free Internet, Free parking, Bar/Lounge, Kitchenette, Spa, Airport transportation, Meeting rooms, Non-smoking rooms, Tennis Court, Business center, Concierge, Family Rooms, Accessible rooms, Minibar, Babysitting, Non-smoking hotel, Poolside Bar, Breakfast Available, Facilities for Disabled Guests, Sauna, Arabic, Baggage Storage, Bicycle Rental, Billiards, Bottled Water, Currency Exchange, English, Entertainment Staff, Evening Entertainment, 24-Hour Front Desk, Hindi, Iron, Ironing Service, Kids' Outdoor Play Equipment, Open-air Bath, Pool / Beach Towels, Shoeshine, Snack Bar, Special Diet Menus, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Table Tennis, VIP Room Facilities, Windsurfing, Beach Access","Charming, Trendy",#3 of 104 hotels in Tabouk,4.5,56,$$$$
8142589,hotels,"Holiday Inn Tabuk, an IHG Hotel","Welcome to Holiday Inn Tabuk!
Friendly service and warm welcome are our everyday policy to our guests. Our guest service associates will ensure that your visit is a very pleasant and memorable one.
&nbsp;
The hotel is only 3km from Tabuk Regional Airport. Stay your way with the modern amenities you expect and the style you want. Holiday Inn Tabuk offers dining experiences that are delightful and delicious. We offer elegant services via Al Walima Restaurant which offers wide range of oriental and western food in a nice atmosphere.
&nbsp;
Whatever your needs are, we can accommodate. With all of our exclusive offers, we'll inspire everything from successful business travels to memorable holiday vacations. 
&nbsp;
We thank you for choosing Holiday Inn Tabuk. Wish you a pleasant staying with us.",Tabouk,Saudi Arabia,"Pool, Free parking, Wheelchair access, Public Wifi, Fitness center, Laundry Service, Internet, Free Internet, Restaurant, Wifi, Free Wifi, Meeting rooms, Non-smoking rooms, Air conditioning, Breakfast Buffet, Housekeeping, Kids Activities, Room service, Airport transportation, Hot Tub, Concierge, Family Rooms, Minibar, Outdoor pool, Breakfast Available, Sauna, Baggage Storage, Car Hire, Currency Exchange","Family, Trendy",#4 of 104 hotels in Tabouk,4.0,50,$$
21266270,hotels,Grand Millennium Tabuk,"218 spacious and elegant rooms & suites. Grand ballroom for weddings and events with total space of 1082 sqm. 5 meeting rooms with a total meeting space of 283 sqm equipped with state-of-the-art modern. Ladies and Gent’s gymnasium, indoor swimming pool, sauna steam & Jacuzzi",Tabouk,Saudi Arabia,"Pool, Suites, Room service, Free parking, Restaurant, Free Wifi, Dry Cleaning, Non-smoking rooms, Fitness center, Laundry Service, Breakfast Buffet, Indoor pool, Wheelchair access, Bar/Lounge, Spa, Airport transportation, Wifi, Meeting rooms, Tennis Court, Business center, Concierge, Banquet Room, Air conditioning, Family Rooms, Smoking rooms available, Refrigerator in room, Minibar, Conference Facilities, Safe, Heated pool, Flatscreen TV, Poolside Bar, Adult pool, Outdoor pool, Breakfast Available, Parking, Housekeeping, Kids Stay Free, Sauna, Adults Only, Allergy-free Room, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Bidet, Blackout Curtains, Bottled Water, Bridal Suite, Cable / Satellite TV, 24-Hour Check-in, Clothes Rack, Coffee Shop, Coffee / Tea Maker, Currency Exchange, Desk, Doorperson, Electric Kettle, Executive Lounge Access, First Aid Kit, Fitness / Spa Locker Rooms, Complimentary Toiletries, French, 24-Hour Front Desk, Gift Shop, Hair Dryer, Hindi, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Massage, Outdoor Dining Area, Outdoor Furniture, Pool / Beach Towels, Pool View, Private Bathrooms, Seating Area, 24-Hour Security, Shallow End, Snack Bar, Sofa, Soundproof Rooms, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Telephone, Umbrella, Urdu, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Whirlpool Bathtub, Photo Copier / Fax In Business Center","Business, Charming",#2 of 104 hotels in Tabouk,4.5,58,$$
12344498,hotels,Al Eairy Apartments - Tabuk 6,,Tabouk,Saudi Arabia,"Kids Activities, Room service, Free parking, Pets Allowed, Free Wifi, Non-smoking hotel, Parking, Housekeeping, Arabic, 24-Hour Check-in, English, Complimentary Toiletries, 24-Hour Front Desk, 24-Hour Security",,,,0,$
